year_month,direction_code,NZ_area,Count,geo_level,period
2019-02,A,Gore District,159,Territorial authority areas,Monthly
2019-03,A,Gore District,219,Territorial authority areas,Monthly
2019-04,A,Gore District,306,Territorial authority areas,Monthly
2019-05,A,Gore District,261,Territorial authority areas,Monthly
2019-06,A,Gore District,303,Territorial authority areas,Monthly
2015-01,A,Grey District,282,Territorial authority areas,Monthly
2015-02,A,Grey District,144,Territorial authority areas,Monthly
2015-03,A,Grey District,261,Territorial authority areas,Monthly
2015-04,A,Grey District,267,Territorial authority areas,Monthly
2015-05,A,Grey District,282,Territorial authority areas,Monthly
2015-06,A,Grey District,396,Territorial authority areas,Monthly
2015-07,A,Grey District,354,Territorial authority areas,Monthly
2015-08,A,Grey District,369,Territorial authority areas,Monthly
2015-09,A,Grey District,354,Territorial authority areas,Monthly
2015-10,A,Grey District,414,Territorial authority areas,Monthly
2015-11,A,Grey District,300,Territorial authority areas,Monthly
2015-12,A,Grey District,183,Territorial authority areas,Monthly
2016-01,A,Grey District,282,Territorial authority areas,Monthly
2016-02,A,Grey District,138,Territorial authority areas,Monthly
2016-03,A,Grey District,204,Territorial authority areas,Monthly
2016-04,A,Grey District,258,Territorial authority areas,Monthly
2016-05,A,Grey District,297,Territorial authority areas,Monthly
2016-06,A,Grey District,339,Territorial authority areas,Monthly
2016-07,A,Grey District,339,Territorial authority areas,Monthly
2016-08,A,Grey District,318,Territorial authority areas,Monthly
2016-09,A,Grey District,330,Territorial authority areas,Monthly
2016-10,A,Grey District,411,Territorial authority areas,Monthly
2016-11,A,Grey District,294,Territorial authority areas,Monthly
2016-12,A,Grey District,177,Territorial authority areas,Monthly
2017-01,A,Grey District,321,Territorial authority areas,Monthly
2017-02,A,Grey District,162,Territorial authority areas,Monthly
2017-03,A,Grey District,240,Territorial authority areas,Monthly
2017-04,A,Grey District,288,Territorial authority areas,Monthly
2017-05,A,Grey District,372,Territorial authority areas,Monthly
2017-06,A,Grey District,357,Territorial authority areas,Monthly
2017-07,A,Grey District,393,Territorial authority areas,Monthly
2017-08,A,Grey District,339,Territorial authority areas,Monthly
2017-09,A,Grey District,357,Territorial authority areas,Monthly
2017-10,A,Grey District,444,Territorial authority areas,Monthly
2017-11,A,Grey District,288,Territorial authority areas,Monthly
2017-12,A,Grey District,228,Territorial authority areas,Monthly
2018-01,A,Grey District,354,Territorial authority areas,Monthly
2018-02,A,Grey District,234,Territorial authority areas,Monthly
2018-03,A,Grey District,324,Territorial authority areas,Monthly
2018-04,A,Grey District,378,Territorial authority areas,Monthly
2018-05,A,Grey District,384,Territorial authority areas,Monthly
2018-06,A,Grey District,414,Territorial authority areas,Monthly
2018-07,A,Grey District,549,Territorial authority areas,Monthly
2018-08,A,Grey District,486,Territorial authority areas,Monthly
2018-09,A,Grey District,435,Territorial authority areas,Monthly
2018-10,A,Grey District,504,Territorial authority areas,Monthly
2018-11,A,Grey District,336,Territorial authority areas,Monthly
2018-12,A,Grey District,285,Territorial authority areas,Monthly
2019-01,A,Grey District,351,Territorial authority areas,Monthly
2019-02,A,Grey District,237,Territorial authority areas,Monthly
2019-03,A,Grey District,312,Territorial authority areas,Monthly
2019-04,A,Grey District,369,Territorial authority areas,Monthly
2019-05,A,Grey District,396,Territorial authority areas,Monthly
2019-06,A,Grey District,387,Territorial authority areas,Monthly
2015-01,A,Hastings District,2025,Territorial authority areas,Monthly
2015-02,A,Hastings District,1323,Territorial authority areas,Monthly
2015-03,A,Hastings District,1467,Territorial authority areas,Monthly
2015-04,A,Hastings District,1986,Territorial authority areas,Monthly
2015-05,A,Hastings District,2094,Territorial authority areas,Monthly
2015-06,A,Hastings District,2160,Territorial authority areas,Monthly
2015-07,A,Hastings District,3072,Territorial authority areas,Monthly
2015-08,A,Hastings District,2730,Territorial authority areas,Monthly
2015-09,A,Hastings District,2709,Territorial authority areas,Monthly
2015-10,A,Hastings District,3054,Territorial authority areas,Monthly
2015-11,A,Hastings District,2019,Territorial authority areas,Monthly
2015-12,A,Hastings District,1407,Territorial authority areas,Monthly
2016-01,A,Hastings District,2277,Territorial authority areas,Monthly
2016-02,A,Hastings District,1266,Territorial authority areas,Monthly
2016-03,A,Hastings District,1623,Territorial authority areas,Monthly
2016-04,A,Hastings District,1968,Territorial authority areas,Monthly
2016-05,A,Hastings District,2289,Territorial authority areas,Monthly
2016-06,A,Hastings District,2259,Territorial authority areas,Monthly
2016-07,A,Hastings District,3276,Territorial authority areas,Monthly
2016-08,A,Hastings District,2922,Territorial authority areas,Monthly
2016-09,A,Hastings District,2781,Territorial authority areas,Monthly
2016-10,A,Hastings District,3486,Territorial authority areas,Monthly
2016-11,A,Hastings District,2160,Territorial authority areas,Monthly
2016-12,A,Hastings District,1557,Territorial authority areas,Monthly
2017-01,A,Hastings District,2607,Territorial authority areas,Monthly
2017-02,A,Hastings District,1512,Territorial authority areas,Monthly
2017-03,A,Hastings District,1758,Territorial authority areas,Monthly
2017-04,A,Hastings District,2211,Territorial authority areas,Monthly
2017-05,A,Hastings District,2412,Territorial authority areas,Monthly
2017-06,A,Hastings District,2547,Territorial authority areas,Monthly
2017-07,A,Hastings District,3753,Territorial authority areas,Monthly
2017-08,A,Hastings District,3180,Territorial authority areas,Monthly
2017-09,A,Hastings District,2982,Territorial authority areas,Monthly
2017-10,A,Hastings District,3762,Territorial authority areas,Monthly
2017-11,A,Hastings District,2250,Territorial authority areas,Monthly
2017-12,A,Hastings District,1626,Territorial authority areas,Monthly
2018-01,A,Hastings District,2886,Territorial authority areas,Monthly
2018-02,A,Hastings District,1509,Territorial authority areas,Monthly
2018-03,A,Hastings District,1836,Territorial authority areas,Monthly
2018-04,A,Hastings District,2427,Territorial authority areas,Monthly
2018-05,A,Hastings District,2490,Territorial authority areas,Monthly
2018-06,A,Hastings District,2799,Territorial authority areas,Monthly
2018-07,A,Hastings District,4059,Territorial authority areas,Monthly
2018-08,A,Hastings District,3462,Territorial authority areas,Monthly
2018-09,A,Hastings District,3084,Territorial authority areas,Monthly
2018-10,A,Hastings District,3897,Territorial authority areas,Monthly
2018-11,A,Hastings District,2400,Territorial authority areas,Monthly
2018-12,A,Hastings District,1716,Territorial authority areas,Monthly
2019-01,A,Hastings District,2823,Territorial authority areas,Monthly
2019-02,A,Hastings District,1599,Territorial authority areas,Monthly
2019-03,A,Hastings District,2235,Territorial authority areas,Monthly
2019-04,A,Hastings District,2679,Territorial authority areas,Monthly
2019-05,A,Hastings District,2598,Territorial authority areas,Monthly
2019-06,A,Hastings District,2754,Territorial authority areas,Monthly
2015-01,A,Kaipara District,462,Territorial authority areas,Monthly
2015-02,A,Kaipara District,276,Territorial authority areas,Monthly
2015-03,A,Kaipara District,453,Territorial authority areas,Monthly
2015-04,A,Kaipara District,552,Territorial authority areas,Monthly
2015-05,A,Kaipara District,603,Territorial authority areas,Monthly
2015-06,A,Kaipara District,651,Territorial authority areas,Monthly
2015-07,A,Kaipara District,699,Territorial authority areas,Monthly
2015-08,A,Kaipara District,756,Territorial authority areas,Monthly
2015-09,A,Kaipara District,783,Territorial authority areas,Monthly
2015-10,A,Kaipara District,813,Territorial authority areas,Monthly
2015-11,A,Kaipara District,525,Territorial authority areas,Monthly
2015-12,A,Kaipara District,417,Territorial authority areas,Monthly
2016-01,A,Kaipara District,534,Territorial authority areas,Monthly
2016-02,A,Kaipara District,345,Territorial authority areas,Monthly
2016-03,A,Kaipara District,441,Territorial authority areas,Monthly
2016-04,A,Kaipara District,504,Territorial authority areas,Monthly
2016-05,A,Kaipara District,657,Territorial authority areas,Monthly
2016-06,A,Kaipara District,729,Territorial authority areas,Monthly
2016-07,A,Kaipara District,741,Territorial authority areas,Monthly
2016-08,A,Kaipara District,828,Territorial authority areas,Monthly
2016-09,A,Kaipara District,735,Territorial authority areas,Monthly
2016-10,A,Kaipara District,795,Territorial authority areas,Monthly
2016-11,A,Kaipara District,567,Territorial authority areas,Monthly
2016-12,A,Kaipara District,408,Territorial authority areas,Monthly
2017-01,A,Kaipara District,597,Territorial authority areas,Monthly
2017-02,A,Kaipara District,381,Territorial authority areas,Monthly
2017-03,A,Kaipara District,471,Territorial authority areas,Monthly
2017-04,A,Kaipara District,642,Territorial authority areas,Monthly
2017-05,A,Kaipara District,723,Territorial authority areas,Monthly
2017-06,A,Kaipara District,795,Territorial authority areas,Monthly
2017-07,A,Kaipara District,891,Territorial authority areas,Monthly
2017-08,A,Kaipara District,873,Territorial authority areas,Monthly
2017-09,A,Kaipara District,960,Territorial authority areas,Monthly
2017-10,A,Kaipara District,912,Territorial authority areas,Monthly
2017-11,A,Kaipara District,675,Territorial authority areas,Monthly
2017-12,A,Kaipara District,438,Territorial authority areas,Monthly
2018-01,A,Kaipara District,582,Territorial authority areas,Monthly
2018-02,A,Kaipara District,351,Territorial authority areas,Monthly
2018-03,A,Kaipara District,480,Territorial authority areas,Monthly
2018-04,A,Kaipara District,543,Territorial authority areas,Monthly
2018-05,A,Kaipara District,795,Territorial authority areas,Monthly
2018-06,A,Kaipara District,828,Territorial authority areas,Monthly
2018-07,A,Kaipara District,834,Territorial authority areas,Monthly
2018-08,A,Kaipara District,1023,Territorial authority areas,Monthly
2018-09,A,Kaipara District,993,Territorial authority areas,Monthly
2018-10,A,Kaipara District,885,Territorial authority areas,Monthly
2018-11,A,Kaipara District,675,Territorial authority areas,Monthly
2018-12,A,Kaipara District,498,Territorial authority areas,Monthly
2019-01,A,Kaipara District,567,Territorial authority areas,Monthly
2019-02,A,Kaipara District,393,Territorial authority areas,Monthly
2019-03,A,Kaipara District,501,Territorial authority areas,Monthly
2019-04,A,Kaipara District,615,Territorial authority areas,Monthly
2019-05,A,Kaipara District,786,Territorial authority areas,Monthly
2019-06,A,Kaipara District,801,Territorial authority areas,Monthly
2015-01,A,Kapiti Coast District,1914,Territorial authority areas,Monthly
2015-02,A,Kapiti Coast District,1218,Territorial authority areas,Monthly
2015-03,A,Kapiti Coast District,1617,Territorial authority areas,Monthly
2015-04,A,Kapiti Coast District,1941,Territorial authority areas,Monthly
2015-05,A,Kapiti Coast District,2055,Territorial authority areas,Monthly
2015-06,A,Kapiti Coast District,1929,Territorial authority areas,Monthly
2015-07,A,Kapiti Coast District,2481,Territorial authority areas,Monthly
2015-08,A,Kapiti Coast District,2571,Territorial authority areas,Monthly
2015-09,A,Kapiti Coast District,2559,Territorial authority areas,Monthly
2015-10,A,Kapiti Coast District,2952,Territorial authority areas,Monthly
2015-11,A,Kapiti Coast District,2049,Territorial authority areas,Monthly
2015-12,A,Kapiti Coast District,1335,Territorial authority areas,Monthly
2016-01,A,Kapiti Coast District,1995,Territorial authority areas,Monthly
2016-02,A,Kapiti Coast District,1221,Territorial authority areas,Monthly
2016-03,A,Kapiti Coast District,1650,Territorial authority areas,Monthly
2016-04,A,Kapiti Coast District,1785,Territorial authority areas,Monthly
2016-05,A,Kapiti Coast District,2076,Territorial authority areas,Monthly
2016-06,A,Kapiti Coast District,2133,Territorial authority areas,Monthly
2016-07,A,Kapiti Coast District,2670,Territorial authority areas,Monthly
2016-08,A,Kapiti Coast District,2727,Territorial authority areas,Monthly
2016-09,A,Kapiti Coast District,2529,Territorial authority areas,Monthly
2016-10,A,Kapiti Coast District,3153,Territorial authority areas,Monthly
2016-11,A,Kapiti Coast District,2157,Territorial authority areas,Monthly
2016-12,A,Kapiti Coast District,1359,Territorial authority areas,Monthly
2017-01,A,Kapiti Coast District,2106,Territorial authority areas,Monthly
2017-02,A,Kapiti Coast District,1380,Territorial authority areas,Monthly
2017-03,A,Kapiti Coast District,1839,Territorial authority areas,Monthly
2017-04,A,Kapiti Coast District,2091,Territorial authority areas,Monthly
2017-05,A,Kapiti Coast District,2319,Territorial authority areas,Monthly
2017-06,A,Kapiti Coast District,2220,Territorial authority areas,Monthly
2017-07,A,Kapiti Coast District,2787,Territorial authority areas,Monthly
2017-08,A,Kapiti Coast District,2937,Territorial authority areas,Monthly
2017-09,A,Kapiti Coast District,2874,Territorial authority areas,Monthly
2017-10,A,Kapiti Coast District,3378,Territorial authority areas,Monthly
2017-11,A,Kapiti Coast District,2196,Territorial authority areas,Monthly
2017-12,A,Kapiti Coast District,1551,Territorial authority areas,Monthly
2018-01,A,Kapiti Coast District,2367,Territorial authority areas,Monthly
2018-02,A,Kapiti Coast District,1308,Territorial authority areas,Monthly
2018-03,A,Kapiti Coast District,1818,Territorial authority areas,Monthly
2018-04,A,Kapiti Coast District,2181,Territorial authority areas,Monthly
2018-05,A,Kapiti Coast District,2259,Territorial authority areas,Monthly
2018-06,A,Kapiti Coast District,2388,Territorial authority areas,Monthly
2018-07,A,Kapiti Coast District,3039,Territorial authority areas,Monthly
2018-08,A,Kapiti Coast District,3177,Territorial authority areas,Monthly
2018-09,A,Kapiti Coast District,3021,Territorial authority areas,Monthly
2018-10,A,Kapiti Coast District,3213,Territorial authority areas,Monthly
2018-11,A,Kapiti Coast District,2292,Territorial authority areas,Monthly
2018-12,A,Kapiti Coast District,1590,Territorial authority areas,Monthly
2019-01,A,Kapiti Coast District,2391,Territorial authority areas,Monthly
2019-02,A,Kapiti Coast District,1614,Territorial authority areas,Monthly
2019-03,A,Kapiti Coast District,2067,Territorial authority areas,Monthly
2019-04,A,Kapiti Coast District,2322,Territorial authority areas,Monthly
2019-05,A,Kapiti Coast District,2388,Territorial authority areas,Monthly
2019-06,A,Kapiti Coast District,2520,Territorial authority areas,Monthly
2015-01,A,Kawerau District,108,Territorial authority areas,Monthly
2015-02,A,Kawerau District,66,Territorial authority areas,Monthly
2015-03,A,Kawerau District,81,Territorial authority areas,Monthly
2015-04,A,Kawerau District,96,Territorial authority areas,Monthly
2015-05,A,Kawerau District,102,Territorial authority areas,Monthly
2015-06,A,Kawerau District,87,Territorial authority areas,Monthly
2015-07,A,Kawerau District,120,Territorial authority areas,Monthly
2015-08,A,Kawerau District,81,Territorial authority areas,Monthly
2015-09,A,Kawerau District,105,Territorial authority areas,Monthly
2015-10,A,Kawerau District,162,Territorial authority areas,Monthly
2015-11,A,Kawerau District,99,Territorial authority areas,Monthly
2015-12,A,Kawerau District,75,Territorial authority areas,Monthly
2016-01,A,Kawerau District,114,Territorial authority areas,Monthly
2016-02,A,Kawerau District,72,Territorial authority areas,Monthly
2016-03,A,Kawerau District,69,Territorial authority areas,Monthly
2016-04,A,Kawerau District,81,Territorial authority areas,Monthly
2016-05,A,Kawerau District,114,Territorial authority areas,Monthly
2016-06,A,Kawerau District,87,Territorial authority areas,Monthly
2016-07,A,Kawerau District,120,Territorial authority areas,Monthly
2016-08,A,Kawerau District,126,Territorial authority areas,Monthly
2016-09,A,Kawerau District,111,Territorial authority areas,Monthly
2016-10,A,Kawerau District,141,Territorial authority areas,Monthly
2016-11,A,Kawerau District,105,Territorial authority areas,Monthly
2016-12,A,Kawerau District,96,Territorial authority areas,Monthly
2017-01,A,Kawerau District,135,Territorial authority areas,Monthly
2017-02,A,Kawerau District,72,Territorial authority areas,Monthly
2017-03,A,Kawerau District,81,Territorial authority areas,Monthly
2017-04,A,Kawerau District,105,Territorial authority areas,Monthly
2017-05,A,Kawerau District,90,Territorial authority areas,Monthly
2017-06,A,Kawerau District,108,Territorial authority areas,Monthly
2017-07,A,Kawerau District,123,Territorial authority areas,Monthly
2017-08,A,Kawerau District,153,Territorial authority areas,Monthly
2017-09,A,Kawerau District,111,Territorial authority areas,Monthly
2017-10,A,Kawerau District,141,Territorial authority areas,Monthly
2017-11,A,Kawerau District,129,Territorial authority areas,Monthly
2017-12,A,Kawerau District,96,Territorial authority areas,Monthly
2018-01,A,Kawerau District,132,Territorial authority areas,Monthly
2018-02,A,Kawerau District,81,Territorial authority areas,Monthly
2018-03,A,Kawerau District,87,Territorial authority areas,Monthly
2018-04,A,Kawerau District,141,Territorial authority areas,Monthly
2018-05,A,Kawerau District,93,Territorial authority areas,Monthly
2018-06,A,Kawerau District,129,Territorial authority areas,Monthly
2018-07,A,Kawerau District,156,Territorial authority areas,Monthly
2018-08,A,Kawerau District,114,Territorial authority areas,Monthly
2018-09,A,Kawerau District,147,Territorial authority areas,Monthly
2018-10,A,Kawerau District,117,Territorial authority areas,Monthly
2018-11,A,Kawerau District,117,Territorial authority areas,Monthly
2018-12,A,Kawerau District,75,Territorial authority areas,Monthly
2019-01,A,Kawerau District,108,Territorial authority areas,Monthly
2019-02,A,Kawerau District,60,Territorial authority areas,Monthly
2019-03,A,Kawerau District,90,Territorial authority areas,Monthly
2019-04,A,Kawerau District,117,Territorial authority areas,Monthly
2019-05,A,Kawerau District,129,Territorial authority areas,Monthly
2019-06,A,Kawerau District,117,Territorial authority areas,Monthly
2015-01,A,Mackenzie District,99,Territorial authority areas,Monthly
2015-02,A,Mackenzie District,90,Territorial authority areas,Monthly
2015-03,A,Mackenzie District,114,Territorial authority areas,Monthly
2015-04,A,Mackenzie District,120,Territorial authority areas,Monthly
2015-05,A,Mackenzie District,174,Territorial authority areas,Monthly
2015-06,A,Mackenzie District,159,Territorial authority areas,Monthly
2015-07,A,Mackenzie District,201,Territorial authority areas,Monthly
2015-08,A,Mackenzie District,201,Territorial authority areas,Monthly
2015-09,A,Mackenzie District,198,Territorial authority areas,Monthly
2015-10,A,Mackenzie District,204,Territorial authority areas,Monthly
2015-11,A,Mackenzie District,129,Territorial authority areas,Monthly
2015-12,A,Mackenzie District,87,Territorial authority areas,Monthly
2016-01,A,Mackenzie District,87,Territorial authority areas,Monthly
2016-02,A,Mackenzie District,78,Territorial authority areas,Monthly
2016-03,A,Mackenzie District,90,Territorial authority areas,Monthly
2016-04,A,Mackenzie District,117,Territorial authority areas,Monthly
2016-05,A,Mackenzie District,177,Territorial authority areas,Monthly
2016-06,A,Mackenzie District,246,Territorial authority areas,Monthly
2016-07,A,Mackenzie District,228,Territorial authority areas,Monthly
2016-08,A,Mackenzie District,261,Territorial authority areas,Monthly
2016-09,A,Mackenzie District,192,Territorial authority areas,Monthly
2016-10,A,Mackenzie District,213,Territorial authority areas,Monthly
2016-11,A,Mackenzie District,123,Territorial authority areas,Monthly
2016-12,A,Mackenzie District,117,Territorial authority areas,Monthly
2017-01,A,Mackenzie District,108,Territorial authority areas,Monthly
2017-02,A,Mackenzie District,99,Territorial authority areas,Monthly
2017-03,A,Mackenzie District,159,Territorial authority areas,Monthly
2017-04,A,Mackenzie District,144,Territorial authority areas,Monthly
2017-05,A,Mackenzie District,195,Territorial authority areas,Monthly
2017-06,A,Mackenzie District,243,Territorial authority areas,Monthly
2017-07,A,Mackenzie District,297,Territorial authority areas,Monthly
2017-08,A,Mackenzie District,255,Territorial authority areas,Monthly
2017-09,A,Mackenzie District,216,Territorial authority areas,Monthly
2017-10,A,Mackenzie District,222,Territorial authority areas,Monthly
2017-11,A,Mackenzie District,183,Territorial authority areas,Monthly
2017-12,A,Mackenzie District,117,Territorial authority areas,Monthly
2018-01,A,Mackenzie District,150,Territorial authority areas,Monthly
2018-02,A,Mackenzie District,105,Territorial authority areas,Monthly
2018-03,A,Mackenzie District,153,Territorial authority areas,Monthly
2018-04,A,Mackenzie District,189,Territorial authority areas,Monthly
2018-05,A,Mackenzie District,222,Territorial authority areas,Monthly
2018-06,A,Mackenzie District,306,Territorial authority areas,Monthly
2018-07,A,Mackenzie District,345,Territorial authority areas,Monthly
2018-08,A,Mackenzie District,312,Territorial authority areas,Monthly
2018-09,A,Mackenzie District,258,Territorial authority areas,Monthly
2018-10,A,Mackenzie District,258,Territorial authority areas,Monthly
2018-11,A,Mackenzie District,180,Territorial authority areas,Monthly
2018-12,A,Mackenzie District,120,Territorial authority areas,Monthly
2019-01,A,Mackenzie District,138,Territorial authority areas,Monthly
2019-02,A,Mackenzie District,108,Territorial authority areas,Monthly
2019-03,A,Mackenzie District,159,Territorial authority areas,Monthly
2019-04,A,Mackenzie District,204,Territorial authority areas,Monthly
2019-05,A,Mackenzie District,225,Territorial authority areas,Monthly
2019-06,A,Mackenzie District,273,Territorial authority areas,Monthly
2015-01,A,Manawatu District,723,Territorial authority areas,Monthly
2015-02,A,Manawatu District,405,Territorial authority areas,Monthly
2015-03,A,Manawatu District,576,Territorial authority areas,Monthly
2015-04,A,Manawatu District,741,Territorial authority areas,Monthly
2015-05,A,Manawatu District,705,Territorial authority areas,Monthly
2015-06,A,Manawatu District,774,Territorial authority areas,Monthly
2015-07,A,Manawatu District,885,Territorial authority areas,Monthly
2015-08,A,Manawatu District,864,Territorial authority areas,Monthly
2015-09,A,Manawatu District,774,Territorial authority areas,Monthly
2015-10,A,Manawatu District,963,Territorial authority areas,Monthly
2015-11,A,Manawatu District,672,Territorial authority areas,Monthly
2015-12,A,Manawatu District,396,Territorial authority areas,Monthly
2016-01,A,Manawatu District,741,Territorial authority areas,Monthly
2016-02,A,Manawatu District,396,Territorial authority areas,Monthly
2016-03,A,Manawatu District,594,Territorial authority areas,Monthly
2016-04,A,Manawatu District,756,Territorial authority areas,Monthly
2016-05,A,Manawatu District,759,Territorial authority areas,Monthly
2016-06,A,Manawatu District,843,Territorial authority areas,Monthly
2016-07,A,Manawatu District,975,Territorial authority areas,Monthly
2016-08,A,Manawatu District,876,Territorial authority areas,Monthly
2016-09,A,Manawatu District,825,Territorial authority areas,Monthly
2016-10,A,Manawatu District,1182,Territorial authority areas,Monthly
2016-11,A,Manawatu District,831,Territorial authority areas,Monthly
2016-12,A,Manawatu District,498,Territorial authority areas,Monthly
2017-01,A,Manawatu District,744,Territorial authority areas,Monthly
2017-02,A,Manawatu District,489,Territorial authority areas,Monthly
2017-03,A,Manawatu District,594,Territorial authority areas,Monthly
2017-04,A,Manawatu District,804,Territorial authority areas,Monthly
2017-05,A,Manawatu District,849,Territorial authority areas,Monthly
2017-06,A,Manawatu District,930,Territorial authority areas,Monthly
2017-07,A,Manawatu District,1077,Territorial authority areas,Monthly
2017-08,A,Manawatu District,990,Territorial authority areas,Monthly
2017-09,A,Manawatu District,984,Territorial authority areas,Monthly
2017-10,A,Manawatu District,1137,Territorial authority areas,Monthly
2017-11,A,Manawatu District,795,Territorial authority areas,Monthly
2017-12,A,Manawatu District,100,Territorial authority areas,Monthly
2018-01,A,Manawatu District,100,Territorial authority areas,Monthly
2018-02,A,Manawatu District,447,Territorial authority areas,Monthly
2018-03,A,Manawatu District,100,Territorial authority areas,Monthly
2018-04,A,Manawatu District,819,Territorial authority areas,Monthly
2018-05,A,Manawatu District,939,Territorial authority areas,Monthly
2018-06,A,Manawatu District,939,Territorial authority areas,Monthly
2018-07,A,Manawatu District,1305,Territorial authority areas,Monthly
2018-08,A,Manawatu District,981,Territorial authority areas,Monthly
2018-09,A,Manawatu District,1,Territorial authority areas,Monthly
2018-10,A,Manawatu District,100,Territorial authority areas,Monthly
2018-11,A,Manawatu District,200,Territorial authority areas,Monthly
2018-12,A,Manawatu District,534,Territorial authority areas,Monthly
2019-01,A,Manawatu District,897,Territorial authority areas,Monthly
2019-02,A,Manawatu District,549,Territorial authority areas,Monthly
2019-03,A,Manawatu District,726,Territorial authority areas,Monthly
2019-04,A,Manawatu District,912,Territorial authority areas,Monthly
2019-05,A,Manawatu District,975,Territorial authority areas,Monthly
2019-06,A,Manawatu District,999,Territorial authority areas,Monthly
2015-01,A,Marlborough District,1200,Territorial authority areas,Monthly
2015-02,A,Marlborough District,789,Territorial authority areas,Monthly
2015-03,A,Marlborough District,1044,Territorial authority areas,Monthly
2015-04,A,Marlborough District,1002,Territorial authority areas,Monthly
2015-05,A,Marlborough District,1488,Territorial authority areas,Monthly
2015-06,A,Marlborough District,1617,Territorial authority areas,Monthly
2015-07,A,Marlborough District,1923,Territorial authority areas,Monthly
2015-08,A,Marlborough District,2046,Territorial authority areas,Monthly
2015-09,A,Marlborough District,1902,Territorial authority areas,Monthly
2015-10,A,Marlborough District,2010,Territorial authority areas,Monthly
2015-11,A,Marlborough District,1359,Territorial authority areas,Monthly
2015-12,A,Marlborough District,807,Territorial authority areas,Monthly
2016-01,A,Marlborough District,1251,Territorial authority areas,Monthly
2016-02,A,Marlborough District,792,Territorial authority areas,Monthly
2016-03,A,Marlborough District,912,Territorial authority areas,Monthly
2016-04,A,Marlborough District,1131,Territorial authority areas,Monthly
2016-05,A,Marlborough District,1521,Territorial authority areas,Monthly
2016-06,A,Marlborough District,1740,Territorial authority areas,Monthly
2016-07,A,Marlborough District,2118,Territorial authority areas,Monthly
2016-08,A,Marlborough District,2121,Territorial authority areas,Monthly
2016-09,A,Marlborough District,1938,Territorial authority areas,Monthly
2016-10,A,Marlborough District,1995,Territorial authority areas,Monthly
2016-11,A,Marlborough District,1263,Territorial authority areas,Monthly
2016-12,A,Marlborough District,921,Territorial authority areas,Monthly
2017-01,A,Marlborough District,1392,Territorial authority areas,Monthly
2017-02,A,Marlborough District,819,Territorial authority areas,Monthly
2017-03,A,Marlborough District,1089,Territorial authority areas,Monthly
2017-04,A,Marlborough District,1227,Territorial authority areas,Monthly
2017-05,A,Marlborough District,1545,Territorial authority areas,Monthly
2017-06,A,Marlborough District,1797,Territorial authority areas,Monthly
2017-07,A,Marlborough District,2316,Territorial authority areas,Monthly
2017-08,A,Marlborough District,2295,Territorial authority areas,Monthly
2017-09,A,Marlborough District,2088,Territorial authority areas,Monthly
2017-10,A,Marlborough District,2229,Territorial authority areas,Monthly
2017-11,A,Marlborough District,1485,Territorial authority areas,Monthly
2017-12,A,Marlborough District,915,Territorial authority areas,Monthly
2018-01,A,Marlborough District,1440,Territorial authority areas,Monthly
2018-02,A,Marlborough District,888,Territorial authority areas,Monthly
2018-03,A,Marlborough District,990,Territorial authority areas,Monthly
2018-04,A,Marlborough District,1305,Territorial authority areas,Monthly
2018-05,A,Marlborough District,1650,Territorial authority areas,Monthly
2018-06,A,Marlborough District,1803,Territorial authority areas,Monthly
2018-07,A,Marlborough District,2544,Territorial authority areas,Monthly
2018-08,A,Marlborough District,2466,Territorial authority areas,Monthly
2018-09,A,Marlborough District,2250,Territorial authority areas,Monthly
2018-10,A,Marlborough District,2376,Territorial authority areas,Monthly
2018-11,A,Marlborough District,1449,Territorial authority areas,Monthly
2018-12,A,Marlborough District,915,Territorial authority areas,Monthly
2019-01,A,Marlborough District,1491,Territorial authority areas,Monthly
2019-02,A,Marlborough District,921,Territorial authority areas,Monthly
2019-03,A,Marlborough District,1209,Territorial authority areas,Monthly
2019-04,A,Marlborough District,1329,Territorial authority areas,Monthly
2019-05,A,Marlborough District,1827,Territorial authority areas,Monthly
2019-06,A,Marlborough District,1953,Territorial authority areas,Monthly
2015-01,A,Masterton District,534,Territorial authority areas,Monthly
2015-02,A,Masterton District,366,Territorial authority areas,Monthly
2015-03,A,Masterton District,510,Territorial authority areas,Monthly
2015-04,A,Masterton District,603,Territorial authority areas,Monthly
2015-05,A,Masterton District,621,Territorial authority areas,Monthly
2015-06,A,Masterton District,627,Territorial authority areas,Monthly
2015-07,A,Masterton District,951,Territorial authority areas,Monthly
2015-08,A,Masterton District,858,Territorial authority areas,Monthly
2015-09,A,Masterton District,705,Territorial authority areas,Monthly
2015-10,A,Masterton District,972,Territorial authority areas,Monthly
2015-11,A,Masterton District,567,Territorial authority areas,Monthly
2015-12,A,Masterton District,369,Territorial authority areas,Monthly
2016-01,A,Masterton District,648,Territorial authority areas,Monthly
2016-02,A,Masterton District,366,Territorial authority areas,Monthly
2016-03,A,Masterton District,444,Territorial authority areas,Monthly
2016-04,A,Masterton District,627,Territorial authority areas,Monthly
2016-05,A,Masterton District,678,Territorial authority areas,Monthly
2016-06,A,Masterton District,711,Territorial authority areas,Monthly
2016-07,A,Masterton District,894,Territorial authority areas,Monthly
2016-08,A,Masterton District,909,Territorial authority areas,Monthly
2016-09,A,Masterton District,717,Territorial authority areas,Monthly
2016-10,A,Masterton District,975,Territorial authority areas,Monthly
